ontology	GO_id	description
BP	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining
BP	GO:2001038	regulation of cellular response to drug
BP	GO:2001039	negative regulation of cellular response to drug
BP	GO:2001040	positive regulation of cellular response to drug
BP	GO:2001044	regulation of integrin-mediated signaling pathway
BP	GO:2001045	negative regulation of integrin-mediated signaling pathway
BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity
BP	GO:2001057	reactive nitrogen species metabolic process
BP	GO:2001058	D-tagatose 6-phosphate metabolic process
BP	GO:2001059	D-tagatose 6-phosphate catabolic process
BP	GO:2001060	D-glycero-D-manno-heptose 7-phosphate metabolic process
BP	GO:2001061	D-glycero-D-manno-heptose 7-phosphate biosynthetic process
BP	GO:2001115	methanopterin-containing compound metabolic process
BP	GO:2001116	methanopterin-containing compound biosynthetic process
BP	GO:2001117	tetrahydromethanopterin metabolic process
BP	GO:2001118	tetrahydromethanopterin biosynthetic process
BP	GO:2001119	methanofuran metabolic process
BP	GO:2001120	methanofuran biosynthetic process
BP	GO:2001124	regulation of translational frameshifting
BP	GO:2001125	negative regulation of translational frameshifting
BP	GO:2001141	regulation of RNA biosynthetic process
BP	GO:2001156	regulation of proline catabolic process to glutamate
BP	GO:2001158	positive regulation of proline catabolic process to glutamate
BP	GO:2001166	regulation of histone H2B ubiquitination
BP	GO:2001168	positive regulation of histone H2B ubiquitination
BP	GO:2001169	regulation of ATP biosynthetic process
BP	GO:2001171	positive regulation of ATP biosynthetic process
BP	GO:2001225	regulation of chloride transport
BP	GO:2001226	negative regulation of chloride transport
BP	GO:2001233	regulation of apoptotic signaling pathway
BP	GO:2001234	negative regulation of apoptotic signaling pathway
BP	GO:2001235	positive regulation of apoptotic signaling pathway
BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway
BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway
BP	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand
BP	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
BP	GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway
BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway
BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
BP	GO:2001248	regulation of ammonia assimilation cycle
BP	GO:2001250	positive regulation of ammonia assimilation cycle
BP	GO:2001251	negative regulation of chromosome organization
BP	GO:2001252	positive regulation of chromosome organization
BP	GO:2001256	regulation of store-operated calcium entry
BP	GO:2001257	regulation of cation channel activity
BP	GO:2001258	negative regulation of cation channel activity
BP	GO:2001259	positive regulation of cation channel activity
BP	GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
BP	GO:2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
BP	GO:2001276	regulation of leucine biosynthetic process
BP	GO:2001278	positive regulation of leucine biosynthetic process
BP	GO:2001289	lipid X metabolic process
BP	GO:2001291	codeine metabolic process
BP	GO:2001292	codeine catabolic process
BP	GO:2001293	malonyl-CoA metabolic process
BP	GO:2001294	malonyl-CoA catabolic process
BP	GO:2001295	malonyl-CoA biosynthetic process
BP	GO:2001300	lipoxin metabolic process
BP	GO:2001301	lipoxin biosynthetic process
BP	GO:2001313	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose metabolic process
BP	GO:2001315	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose biosynthetic process
CC	GO:0000015	phosphopyruvate hydratase complex
CC	GO:0000118	histone deacetylase complex
CC	GO:0000123	histone acetyltransferase complex
CC	GO:0000124	SAGA complex
CC	GO:0000139	Golgi membrane
CC	GO:0000145	exocyst
CC	GO:0000151	ubiquitin ligase complex
CC	GO:0000152	nuclear ubiquitin ligase complex
CC	GO:0000153	cytoplasmic ubiquitin ligase complex
CC	GO:0000159	protein phosphatase type 2A complex
CC	GO:0000172	ribonuclease MRP complex
CC	GO:0000176	nuclear exosome (RNase complex)
CC	GO:0000177	cytoplasmic exosome (RNase complex)
CC	GO:0000178	exosome (RNase complex)
CC	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
CC	GO:0000228	nuclear chromosome
CC	GO:0000229	cytoplasmic chromosome
CC	GO:0000243	commitment complex
CC	GO:0000275	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)
CC	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
CC	GO:0000312	plastid small ribosomal subunit
CC	GO:0000313	organellar ribosome
CC	GO:0000314	organellar small ribosomal subunit
CC	GO:0000315	organellar large ribosomal subunit
CC	GO:0000322	storage vacuole
CC	GO:0000323	lytic vacuole
CC	GO:0000324	fungal-type vacuole
CC	GO:0000325	plant-type vacuole
CC	GO:0000328	fungal-type vacuole lumen
CC	GO:0000329	fungal-type vacuole membrane
CC	GO:0000331	contractile vacuole
CC	GO:0000345	cytosolic DNA-directed RNA polymerase complex
CC	GO:0000346	transcription export complex
CC	GO:0000408	EKC/KEOPS complex
CC	GO:0000421	autophagosome membrane
CC	GO:0000428	DNA-directed RNA polymerase complex
CC	GO:0000439	transcription factor TFIIH core complex
CC	GO:0000444	MIS12/MIND type complex
CC	GO:0000502	proteasome complex
CC	GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
CC	GO:0000775	chromosome, centromeric region
CC	GO:0000776	kinetochore
CC	GO:0000777	condensed chromosome kinetochore
CC	GO:0000778	condensed nuclear chromosome kinetochore
CC	GO:0000779	condensed chromosome, centromeric region
CC	GO:0000780	condensed nuclear chromosome, centromeric region
CC	GO:0000781	chromosome, telomeric region
CC	GO:0000785	chromatin
CC	GO:0000786	nucleosome
CC	GO:0000787	cytoplasmic nucleosome
CC	GO:0000789	cytoplasmic chromatin
CC	GO:0000790	nuclear chromatin
CC	GO:0000791	euchromatin
CC	GO:0000792	heterochromatin
CC	GO:0000793	condensed chromosome
CC	GO:0000794	condensed nuclear chromosome
CC	GO:0000796	condensin complex
CC	GO:0000808	origin recognition complex
CC	GO:0000835	ER ubiquitin ligase complex
CC	GO:0000836	Hrd1p ubiquitin ligase complex
CC	GO:0000837	Doa10p ubiquitin ligase complex
CC	GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex
CC	GO:0000922	spindle pole
CC	GO:0000930	gamma-tubulin complex
CC	GO:0000931	gamma-tubulin large complex
CC	GO:0000935	division septum
CC	GO:0000939	condensed chromosome inner kinetochore
CC	GO:0000940	condensed chromosome outer kinetochore
CC	GO:0000942	condensed nuclear chromosome outer kinetochore
CC	GO:0000943	retrotransposon nucleocapsid
CC	GO:0000974	Prp19 complex
CC	GO:0001405	PAM complex, Tim23 associated import motor
CC	GO:0001411	hyphal tip
CC	GO:0001533	cornified envelope
CC	GO:0001650	fibrillar center
CC	GO:0001669	acrosomal vesicle
CC	GO:0001726	ruffle
CC	GO:0001750	photoreceptor outer segment
CC	GO:0001917	photoreceptor inner segment
CC	GO:0002144	cytosolic tRNA wobble base thiouridylase complex
CC	GO:0002169	3-methylcrotonyl-CoA carboxylase complex, mitochondrial
CC	GO:0002189	ribose phosphate diphosphokinase complex
CC	GO:0005576	extracellular region
CC	GO:0005581	collagen trimer
CC	GO:0005583	fibrillar collagen trimer
CC	GO:0005588	collagen type V trimer
CC	GO:0005604	basement membrane
CC	GO:0005615	extracellular space
CC	GO:0005618	cell wall
CC	GO:0005622	intracellular
CC	GO:0005623	cell
CC	GO:0005634	nucleus
CC	GO:0005635	nuclear envelope
CC	GO:0005637	nuclear inner membrane
CC	GO:0005640	nuclear outer membrane
CC	GO:0005643	nuclear pore
CC	GO:0005654	nucleoplasm
CC	GO:0005655	nucleolar ribonuclease P complex
CC	GO:0005657	replication fork
CC	GO:0005658	alpha DNA polymerase:primase complex
CC	GO:0005664	nuclear origin of replication recognition complex
CC	GO:0005666	RNA polymerase III complex
CC	GO:0005667	transcription factor complex
CC	GO:0005669	transcription factor TFIID complex
CC	GO:0005672	transcription factor TFIIA complex
CC	GO:0005673	transcription factor TFIIE complex
CC	GO:0005681	spliceosomal complex
CC	GO:0005682	U5 snRNP
CC	GO:0005684	U2-type spliceosomal complex
CC	GO:0005685	U1 snRNP
CC	GO:0005686	U2 snRNP
CC	GO:0005694	chromosome
CC	GO:0005719	nuclear euchromatin
CC	GO:0005720	nuclear heterochromatin
CC	GO:0005721	pericentric heterochromatin
CC	GO:0005727	extrachromosomal circular DNA
CC	GO:0005730	nucleolus
CC	GO:0005732	small nucleolar ribonucleoprotein complex
CC	GO:0005736	RNA polymerase I complex
CC	GO:0005737	cytoplasm
CC	GO:0005739	mitochondrion
CC	GO:0005740	mitochondrial envelope
CC	GO:0005741	mitochondrial outer membrane
CC	GO:0005743	mitochondrial inner membrane
CC	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex
CC	GO:0005746	mitochondrial respirasome
CC	GO:0005747	mitochondrial respiratory chain complex I
CC	GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)
CC	GO:0005750	mitochondrial respiratory chain complex III
CC	GO:0005751	mitochondrial respiratory chain complex IV
CC	GO:0005753	mitochondrial proton-transporting ATP synthase complex
CC	GO:0005754	mitochondrial proton-transporting ATP synthase, catalytic core
CC	GO:0005757	mitochondrial permeability transition pore complex
CC	GO:0005758	mitochondrial intermembrane space
CC	GO:0005759	mitochondrial matrix
CC	GO:0005761	mitochondrial ribosome
CC	GO:0005762	mitochondrial large ribosomal subunit
CC	GO:0005763	mitochondrial small ribosomal subunit
CC	GO:0005764	lysosome
CC	GO:0005765	lysosomal membrane
CC	GO:0005766	primary lysosome
CC	GO:0005768	endosome
CC	GO:0005769	early endosome
CC	GO:0005770	late endosome
CC	GO:0005771	multivesicular body
CC	GO:0005773	vacuole
CC	GO:0005774	vacuolar membrane
CC	GO:0005775	vacuolar lumen
CC	GO:0005776	autophagosome
CC	GO:0005777	peroxisome
CC	GO:0005778	peroxisomal membrane
CC	GO:0005779	integral component of peroxisomal membrane
CC	GO:0005780	extrinsic component of intraperoxisomal membrane
CC	GO:0005782	peroxisomal matrix
CC	GO:0005783	endoplasmic reticulum
CC	GO:0005786	signal recognition particle, endoplasmic reticulum targeting
CC	GO:0005787	signal peptidase complex
CC	GO:0005788	endoplasmic reticulum lumen
CC	GO:0005789	endoplasmic reticulum membrane
CC	GO:0005790	smooth endoplasmic reticulum
CC	GO:0005791	rough endoplasmic reticulum
CC	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment
CC	GO:0005794	Golgi apparatus
CC	GO:0005795	Golgi stack
CC	GO:0005798	Golgi-associated vesicle
CC	GO:0005801	cis-Golgi network
CC	GO:0005802	trans-Golgi network
CC	GO:0005811	lipid droplet
CC	GO:0005813	centrosome
CC	GO:0005814	centriole
CC	GO:0005815	microtubule organizing center
CC	GO:0005819	spindle
CC	GO:0005829	cytosol
CC	GO:0005833	hemoglobin complex
CC	GO:0005835	fatty acid synthase complex
CC	GO:0005838	proteasome regulatory particle
CC	GO:0005839	proteasome core complex
CC	GO:0005840	ribosome
CC	GO:0005844	polysome
CC	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex
CC	GO:0005849	mRNA cleavage factor complex
CC	GO:0005852	eukaryotic translation initiation factor 3 complex
CC	GO:0005854	nascent polypeptide-associated complex
CC	GO:0005856	cytoskeleton
CC	GO:0005861	troponin complex
CC	GO:0005865	striated muscle thin filament
CC	GO:0005869	dynactin complex
CC	GO:0005871	kinesin complex
CC	GO:0005874	microtubule
CC	GO:0005875	microtubule associated complex
CC	GO:0005876	spindle microtubule
CC	GO:0005880	nuclear microtubule
CC	GO:0005881	cytoplasmic microtubule
CC	GO:0005882	intermediate filament
CC	GO:0005883	neurofilament
CC	GO:0005884	actin filament
CC	GO:0005885	Arp2/3 protein complex
CC	GO:0005886	plasma membrane
CC	GO:0005887	integral component of plasma membrane
CC	GO:0005891	voltage-gated calcium channel complex
CC	GO:0005901	caveola
CC	GO:0005902	microvillus
CC	GO:0005903	brush border
CC	GO:0005905	clathrin-coated pit
CC	GO:0005911	cell-cell junction
CC	GO:0005912	adherens junction
CC	GO:0005921	gap junction
CC	GO:0005924	cell-substrate adherens junction
CC	GO:0005925	focal adhesion
CC	GO:0005929	cilium
CC	GO:0005937	mating projection
